# k    mu    diag_Cov_Pwnw
0.0865100 1.0000000 249374.2400000
0.0866300 0.5256000 2200.3051000
0.0867300 0.9450000 6641.5122000
0.0867500 0.6823000 12005.4970000
0.0867500 0.7873000 7786.2564000
0.0868300 0.7341000 4314.9000000
0.0868500 0.3146000 2305.3429000
0.0869100 0.9953000 9454.0968000
0.0871800 0.5745000 5313.9583000
0.0872200 0.8352000 9318.7154000
0.0874000 0.6252000 3536.5000000
0.0874600 0.0000000 3727.8660000
0.0874600 0.1041000 1854.1994000
0.0875800 0.0520000 1898.2506000
0.0875800 0.3639000 3568.1308000
0.0875800 0.8838000 6661.5872000
0.0876500 0.6753000 2724.0513000
0.0877400 0.9643000 2531.4558000
0.0877600 0.9858000 5228.9615000
0.0878300 0.9331000 4357.8404000
0.0878800 0.1555000 2322.8692000
0.0878900 0.4145000 3898.9429000
0.0878900 0.7770000 3617.7891000
0.0879400 0.4660000 2883.3686000
0.0880500 0.7239000 6074.7635000
0.0881300 0.8266000 6906.3077000
0.0882900 0.5157000 6162.1635000
0.0883200 0.8764000 4611.1051000
0.0885600 0.9254000 6124.6256000
0.0886100 0.2055000 2619.3071000
0.0886400 0.9760000 4660.5615000
0.0887300 0.6158000 4646.9205000
0.0887700 0.5642000 5521.4353000
0.0888700 0.7172000 12266.0280000
0.0889400 0.3072000 5589.8051000
0.0889500 0.6655000 4731.6917000
0.0890100 0.2558000 2468.9429000
0.0891700 0.8170000 4295.4199000
0.0894000 0.7639000 5783.2410000
0.0894900 0.4579000 10648.8080000
0.0895200 0.4069000 4397.8660000
0.0895300 0.3560000 4379.8564000
0.0896100 0.5589000 10253.0670000
0.0896500 0.9142000 5977.1051000
0.0897100 0.8628000 3059.7942000
0.0897400 0.6088000 10556.1950000
0.0898400 0.5068000 5616.8590000
0.0898600 0.7094000 9433.9994000
0.0899200 0.6583000 12678.4490000
0.0902600 0.2018000 12370.1530000
0.0903700 0.8061000 6502.1635000
0.0903800 0.6046000 11767.5580000
0.0904300 0.4028000 16228.8620000
0.0904400 0.1007000 7718.1308000
0.0904600 0.5033000 6515.7429000
0.0905200 0.7042000 5615.7923000
0.0905300 0.5532000 5535.3840000
0.0905300 0.7544000 5014.7974000
0.0905300 0.8550000 6493.5635000
0.0905400 0.6538000 6150.9686000
0.0905500 0.2514000 9823.2590000
0.0905500 0.3017000 7251.1667000
0.0905700 0.4525000 11551.6820000
0.0905700 0.9049000 4636.4000000
0.0905800 0.0502700 9592.2558000
0.0906000 0.9548000 6152.5615000
0.0906600 0.3515000 12345.9220000
0.0906800 0.1506000 9056.4968000
0.0910600 1.0000000 114738.0900000
0.0914000 0.9465000 7729.3019000
0.0914600 0.6970000 4260.2045000
0.0914800 0.7964000 3163.7205000
0.0915300 0.9948000 5201.7378000
0.0915500 0.8454000 5290.5327000
0.0916000 0.6462000 4206.5737000
0.0917400 0.5956000 2843.4609000
0.0918300 0.7437000 6605.0250000
0.0918300 0.8925000 6298.5071000
0.0920000 0.4454000 3512.6949000
0.0920200 0.3959000 3497.5487000
0.0920300 0.4947000 5133.3840000
0.0922000 0.5432000 3195.6410000
0.0923500 0.0000000 3242.8692000
0.0924000 0.9855000 7886.0897000
0.0924200 0.2956000 2422.5923000
0.0924300 0.9359000 5094.2949000
0.0925400 0.3444000 2463.3276000
0.0925800 0.8852000 9462.5635000
0.0927600 0.8344000 2691.0968000
0.0927800 0.0490800 1571.6795000
0.0928400 0.0981000 2081.4641000
0.0929000 0.1961000 2124.6436000
0.0929300 0.7839000 6060.0763000
0.0930000 0.6365000 5705.4128000
0.0931400 0.6844000 2631.0712000
0.0932000 0.1466000 1071.5583000
0.0932000 0.2443000 1829.1051000
0.0932900 0.7321000 6050.1436000
0.0933100 0.5856000 5469.7429000
0.0934100 0.9749000 4589.4865000
0.0936400 0.5349000 4785.3788000
0.0936900 0.9233000 6448.4609000
0.0937700 0.8740000 5666.4968000
0.0938200 0.4853000 3661.8872000
0.0938400 0.4367000 4417.3327000
0.0939200 0.8241000 12016.7150000
0.0940100 0.7749000 4307.6147000
0.0941900 0.6767000 7542.2333000
0.0942600 0.7245000 5823.0744000
0.0943000 0.3380000 8494.8487000
0.0943600 0.3860000 2510.9744000
0.0944100 0.9645000 6596.6250000
0.0944500 0.6267000 4827.6897000
0.0945800 0.2888000 17261.2590000
0.0945800 0.8665000 8059.2692000
0.0947100 0.9134000 7394.6641000
0.0947800 0.5764000 7216.1019000
0.0948500 0.7680000 22748.7970000
0.0948700 0.8159000 8761.8147000
0.0949100 0.5277000 13393.6870000
0.0949600 0.2397000 13722.8620000
0.0951800 0.4305000 16632.6100000
0.0952300 0.8128000 9336.4000000
0.0952900 0.6212000 21109.6660000
0.0953700 0.5729000 8005.1276000
0.0953700 0.7639000 4081.5872000
0.0954700 0.3815000 10923.3690000
0.0955100 0.1907000 5953.1256000
0.0956100 1.0000000 269353.3900000
0.0956500 0.4760000 3294.1994000
0.0956800 0.6662000 3833.8744000
0.0957200 0.9037000 12213.0870000
0.0958000 0.8555000 5955.8051000
0.0958300 0.3326000 3129.1692000
0.0958300 0.7127000 5871.8814000
0.0958900 0.5223000 6085.2404000
0.0959400 0.2848000 2999.4609000
0.0960500 0.6163000 6770.9641000
0.0960600 0.9953000 8976.6404000
0.0962000 0.8046000 7861.4353000
0.0964000 0.8974000 5474.7686000
0.0964900 0.9437000 6569.0199000
0.0965200 0.4246000 2798.8712000
0.0966800 0.7535000 6443.7635000
0.0967500 0.8471000 6157.0506000
0.0968000 0.1411000 3602.1436000
0.0968600 0.5641000 2882.6404000
0.0970300 0.9556000 4145.1897000
0.0970600 0.7036000 3984.4968000
0.0970800 0.9849000 5990.0000000
0.0972600 0.0936400 1196.5122000
0.0973200 0.2339000 1952.6641000
0.0973200 0.6550000 4299.2077000
0.0973500 0.5145000 2687.4609000
0.0973700 0.9352000 8966.5538000
0.0973900 0.0467600 2078.0615000
0.0974200 0.0000000 4487.7429000
0.0974200 0.3739000 3864.7942000
0.0974600 0.7942000 4316.8718000
0.0976100 0.7463000 4286.9128000
0.0977600 0.6054000 5035.8872000
0.0977800 0.8847000 3656.7590000
0.0979900 0.4647000 2378.3071000
0.0980300 0.3252000 3347.7635000
0.0981700 0.9740000 6230.8487000
0.0982500 0.1854000 1979.3436000
0.0982900 0.8339000 5575.9769000
0.0983300 0.8665000 6940.9429000
0.0983400 0.9260000 8047.1256000
0.0984300 0.5551000 6432.6564000
0.0985100 0.6933000 10334.5840000
0.0986900 0.1384000 3405.5897000
0.0987400 0.8761000 11292.1020000
0.0987600 0.2766000 2915.9429000
0.0987700 0.6454000 3850.2301000
0.0987900 0.7835000 3448.6436000
0.0990200 0.3678000 6044.7173000
0.0991100 0.4135000 4218.2250000
0.0991300 0.7349000 7512.3840000
0.0991800 0.5050000 5154.1737000
0.0991800 0.9641000 5790.8615000
0.0993000 0.4585000 9815.2923000
0.0993100 0.8253000 8240.0385000
0.0993600 0.5957000 6519.1667000
0.0994200 0.2290000 5271.5737000
0.0995100 0.9151000 5686.7122000
0.0995300 0.6862000 6645.6692000
0.0997800 0.5476000 8959.9256000
0.0999000 0.7292000 11329.8970000
0.0999600 0.3188000 30626.6150000
0.0999600 0.4099000 30777.4810000
0.0999600 0.7743000 15187.3330000
0.1001000 0.5005000 38365.4870000
0.1001000 0.5915000 20086.1790000
0.1002000 0.7723000 12885.7720000
0.1003000 0.6809000 8781.2718000
0.1005000 0.0905700 5817.9429000
0.1005000 0.6343000 3053.3615000
0.1005000 0.9061000 6439.6692000
0.1006000 0.1810000 14597.4460000
0.1006000 0.2717000 11245.8440000
0.1006000 0.3621000 5045.5282000
0.1006000 0.4525000 7670.7590000
0.1006000 0.5434000 11873.0540000
0.1006000 0.7243000 10619.7950000
0.1006000 0.8143000 8136.9641000
0.1010000 0.4961000 5756.4968000
0.1011000 0.7659000 3733.7026000
0.1011000 0.9453000 5598.7154000
0.1012000 0.5851000 4079.5378000
0.1012000 0.6749000 6728.6353000
0.1012000 0.8552000 4402.6641000
0.1012000 0.9954000 7677.9897000
0.1014000 0.3142000 2670.5840000
0.1015000 0.4038000 3497.9737000
0.1016000 0.9856000 7582.4045000
0.1017000 0.8055000 4414.2045000
0.1018000 0.8943000 5206.1436000
0.1019000 0.2234000 2224.4301000
0.1020000 0.6252000 5705.1256000
0.1020000 0.7144000 5884.0250000
0.1021000 0.8651000 6128.1436000
0.1022000 0.5344000 5132.0385000
0.1023000 0.4453000 2299.6385000
0.1024000 0.0000000 2117.2282000
0.1024000 0.0444700 1521.0968000
0.1024000 0.9339000 7534.2154000
0.1025000 0.7550000 9019.2692000
0.1025000 0.9546000 10952.1220000
0.1026000 0.1332000 981.4096200
0.1026000 0.8435000 5816.4590000
0.1027000 0.9751000 6366.8455000
0.1028000 0.1771000 2023.2205000
0.1028000 0.3542000 3441.2308000
0.1029000 0.0884700 2708.3173000
0.1029000 0.5754000 4309.2179000
0.1029000 0.6636000 5853.4353000
0.1029000 0.8848000 5990.2154000
0.1031000 0.7945000 5679.6000000
0.1033000 0.2646000 2108.8199000
0.1034000 0.4843000 4934.5538000
0.1034000 0.9244000 7930.6641000
0.1035000 0.7037000 5983.7205000
0.1036000 0.6151000 2870.9333000
0.1037000 0.5270000 4627.4641000
0.1037000 0.7466000 4698.2846000
0.1037000 0.8345000 7871.3949000
0.1039000 0.9637000 6671.0256000
0.1040000 0.3066000 4226.4897000
0.1040000 0.9994000 44912.5330000
0.1041000 0.8748000 4252.1128000
0.1042000 0.3932000 3738.3532000
0.1042000 0.4369000 4118.5538000
0.1043000 0.2184000 6739.5795000
0.1043000 0.6551000 4299.5994000
0.1043000 0.7855000 5976.3487000
0.1045000 0.5662000 8361.4333000
0.1045000 0.9150000 5157.8455000
0.1046000 0.3483000 14224.6260000
0.1046000 0.6965000 6535.1769000
0.1047000 0.6087000 31718.6100000
0.1048000 0.4780000 6422.2250000
0.1048000 0.8258000 7828.8712000
0.1049000 0.7382000 15903.3070000
0.1050000 0.5203000 43957.3690000
0.1053000 0.4325000 16382.8180000
0.1053000 0.5619000 4984.5840000
0.1053000 0.6917000 20975.5840000
0.1054000 0.6047000 3875.4865000
0.1054000 0.7341000 9160.3564000
0.1055000 0.8635000 13588.6050000
0.1056000 0.3019000 3824.3071000
0.1058000 0.9035000 7426.2667000
0.1059000 0.9456000 12678.4210000
0.1060000 0.1718000 3777.6147000
0.1060000 0.6444000 9272.0199000
0.1060000 0.7732000 6649.5256000
0.1061000 0.5148000 3180.1821000
0.1061000 0.8155000 5626.3692000
0.1062000 0.3859000 2119.6923000
0.1062000 0.4718000 3734.1891000
0.1063000 0.3427000 2678.9737000
0.1064000 0.9845000 6782.3327000
0.1065000 0.6840000 5081.0359000
0.1065000 0.8548000 3954.5635000
0.1066000 0.5555000 3973.5840000
0.1067000 0.8963000 5180.9128000
0.1068000 0.2131000 2052.0615000
0.1068000 0.7249000 4474.8615000
0.1070000 0.4256000 2342.1821000
0.1070000 0.9944000 2341.9897000
0.1071000 0.7651000 3998.2147000
0.1071000 0.9357000 3654.5840000
0.1072000 0.2548000 1237.1481000
0.1072000 0.5944000 3199.0128000
0.1073000 0.0848900 1220.3051000
0.1074000 0.0000000 2263.0712000
0.1074000 0.1273000 1560.0712000
0.1074000 0.9753000 8652.4558000
0.1075000 0.0423500 1380.1891000
0.1075000 0.6352000 3470.7179000
0.1075000 0.8260000 12749.8360000
0.1076000 0.8041000 4081.5487000
0.1078000 0.8447000 9909.2250000
0.1078000 0.9535000 3254.9000000
0.1080000 0.6744000 4593.0712000
0.1080000 0.8854000 5142.6436000
0.1081000 0.4632000 3291.0128000
0.1081000 0.5055000 2658.8301000
0.1081000 0.7161000 5070.5744000
0.1083000 0.3364000 2694.9333000
0.1084000 0.1680000 1622.8660000
0.1084000 0.2941000 1802.0250000
0.1084000 0.9241000 7604.8917000
0.1085000 0.9650000 5820.5071000
0.1086000 0.7863000 5031.5327000
0.1086000 0.7969000 3911.8231000
0.1087000 0.3771000 1656.5840000
0.1087000 0.7542000 4201.9173000
0.1088000 0.5861000 2356.1923000
0.1089000 0.5438000 2513.6147000
0.1090000 0.8355000 5011.3718000
0.1091000 0.2087000 3528.1788000
0.1091000 0.8763000 6125.7026000
0.1093000 0.6250000 5292.6538000
0.1093000 0.9993000 47442.3970000
0.1094000 0.4160000 5008.8660000
0.1094000 0.9160000 5186.4077000
0.1095000 0.4575000 5729.7942000
0.1095000 0.4989000 16296.2040000
0.1095000 0.6652000 6611.4353000
0.1096000 0.2492000 6384.7692000
0.1096000 0.7062000 4452.4103000
0.1097000 0.7470000 12489.1560000
0.1100000 0.6621000 22883.2920000
0.1101000 0.3308000 7506.2763000
0.1101000 0.6202000 18394.8400000
0.1102000 0.7023000 14493.2760000
0.1102000 0.7435000 5098.5891000
0.1103000 0.3714000 7245.2590000
0.1103000 0.4540000 8678.7378000
0.1104000 0.8658000 3959.3103000
0.1105000 0.4122000 5468.3487000
0.1105000 0.7831000 9520.0923000
0.1105000 0.8239000 5730.8712000
0.1106000 0.4939000 2602.3051000
0.1106000 0.9053000 4375.5872000
0.1107000 0.5345000 3703.6000000
0.1108000 0.9449000 3264.4205000
0.1108000 0.9858000 6738.3051000
0.1109000 0.5749000 2728.1923000
0.1110000 0.6153000 1572.4000000
0.1112000 0.6553000 2974.8103000
0.1114000 0.6946000 4771.1276000
0.1114000 0.7357000 4600.8308000
0.1115000 0.0408200 1296.9333000
0.1116000 0.0816100 1411.9974000
0.1116000 0.7753000 5617.8949000
0.1117000 0.1223000 1213.3788000
0.1117000 0.1631000 1714.6769000
0.1117000 0.2853000 1751.9077000
0.1117000 0.8151000 3358.4103000
0.1119000 0.8544000 4715.2558000
0.1120000 0.2034000 1713.1795000
0.1120000 0.3251000 1916.4301000
0.1120000 0.8944000 3354.5103000
0.1120000 0.9756000 1730.4609000
0.1121000 0.2436000 1626.5923000
0.1121000 0.9342000 7067.2205000
0.1123000 0.4459000 1241.5327000
0.1123000 0.4865000 3236.4558000
0.1124000 0.3647000 1362.0923000
0.1125000 0.0000000 1807.2308000
0.1126000 0.4044000 1552.4353000
0.1127000 0.5251000 1874.7635000
0.1128000 0.5649000 1983.5840000
0.1129000 0.6856000 3399.0231000
0.1130000 0.7252000 2272.9942000
0.1130000 0.8459000 2493.1897000
0.1130000 0.9265000 5331.0667000
0.1130000 0.9939000 3513.4846000
0.1131000 0.6439000 2342.6949000
0.1131000 0.7647000 2384.4077000
0.1131000 0.8859000 4336.0712000
0.1132000 0.6035000 2973.7205000
0.1132000 0.9657000 5737.8712000
0.1134000 0.8033000 2251.5378000
0.1134000 0.9151000 2031.5840000
0.1139000 0.9994000 35987.9940000
0.1141000 0.1596000 4959.6609000
0.1142000 0.0398800 2995.9897000
0.1142000 0.3189000 6568.1513000
0.1142000 0.3588000 4560.3487000
0.1142000 0.4384000 6427.2590000
0.1142000 0.6378000 4400.9942000
0.1142000 0.6778000 2286.4205000
0.1143000 0.2787000 2606.5122000
0.1143000 0.4780000 2383.1179000
0.1143000 0.7570000 3337.8462000
0.1143000 0.9559000 3843.4045000
0.1144000 0.0796300 3488.4000000
0.1144000 0.2388000 7725.3718000
0.1144000 0.3980000 3707.3019000
0.1144000 0.5174000 2712.7462000
0.1144000 0.5570000 4250.5615000
0.1144000 0.5969000 2593.1256000
0.1144000 0.7164000 6415.4846000
0.1144000 0.7963000 2227.7891000
0.1144000 0.8360000 5610.6353000
0.1144000 0.8755000 3359.8455000
0.1145000 0.1988000 2844.5224000
0.1146000 0.1192000 4989.0968000
0.1151000 0.7118000 9466.1788000
0.1152000 0.6720000 7387.3276000
0.1153000 0.5526000 3082.1737000
0.1155000 0.5913000 5873.1385000
0.1155000 0.6310000 7143.0154000
0.1157000 0.5115000 11617.7630000
0.1157000 0.8263000 3138.0795000
0.1158000 0.3932000 2750.6769000
0.1158000 0.4324000 2224.9737000
0.1158000 0.4720000 6637.3788000
0.1158000 0.9046000 2476.7686000
0.1159000 0.7857000 2911.2282000
0.1160000 0.8635000 2966.5128000
0.1161000 0.3139000 1289.6147000
0.1162000 0.7053000 2587.9974000
0.1162000 0.7442000 1836.5481000
0.1162000 0.9458000 2712.7019000
0.1163000 0.3525000 2105.2282000
0.1164000 0.2738000 1796.2538000
0.1165000 0.6646000 1527.3583000
0.1166000 0.6250000 2714.8147000
0.1167000 0.5463000 3940.9942000
0.1167000 0.5852000 1728.5378000
0.1167000 0.9754000 3811.7308000
0.1167000 0.9858000 1488.3590000
0.1169000 0.8958000 2667.9429000
0.1170000 0.2336000 851.2205100
0.1170000 0.5060000 1569.6404000
0.1170000 0.9343000 2737.0641000
0.1173000 0.1553000 1199.6282000
0.1173000 0.1940000 1014.4609000
0.1174000 0.7560000 5535.6179000
0.1174000 0.8147000 4001.7333000
0.1174000 0.8536000 1998.3564000
0.1175000 0.7751000 2173.0763000
0.1176000 0.0000000 2282.2667000
0.1176000 0.0387200 911.3532100
0.1176000 0.0774200 701.4641000
0.1176000 0.1162000 752.9205100
0.1176000 0.4647000 1462.4385000
0.1178000 0.4252000 1972.3583000
0.1178000 0.6957000 2532.1641000
0.1178000 0.7343000 4007.9942000
0.1180000 0.9643000 1992.5122000
0.1182000 0.9241000 2314.1276000
0.1183000 0.6156000 1972.6506000
0.1183000 0.6545000 2758.8455000
0.1184000 0.8844000 2792.4590000
0.1184000 0.9994000 28209.6610000
0.1185000 0.3842000 1588.9513000
0.1186000 0.3455000 2048.6096000
0.1186000 0.8368000 3760.0513000
0.1187000 0.2684000 2269.6000000
0.1187000 0.5755000 1605.5872000
0.1187000 0.8057000 2605.5635000
0.1187000 0.9142000 3310.8487000
0.1188000 0.8434000 3879.5737000
0.1189000 0.5363000 2010.2436000
0.1190000 0.3061000 1572.1513000
0.1191000 0.9942000 3247.1769000
0.1192000 0.7256000 2128.6147000
0.1193000 0.4963000 1941.9942000
0.1193000 0.7632000 1759.4609000
0.1194000 0.4196000 5743.8949000
0.1194000 0.4574000 1792.6763000
0.1194000 0.9535000 3312.6949000
0.1195000 0.2287000 2868.4301000
0.1196000 0.6089000 6885.0096000
0.1196000 0.6471000 3796.5615000
0.1196000 0.6855000 1851.5154000
0.1196000 0.8759000 4449.7436000
0.1197000 0.7989000 6144.6096000
0.1199000 0.3799000 10032.5620000
0.1199000 0.5698000 16418.0250000
0.1201000 0.5307000 11199.5490000
0.1202000 0.6818000 17053.3280000
0.1203000 0.3407000 18934.4000000
0.1205000 0.4913000 6133.4462000
0.1205000 0.6424000 3587.4128000
0.1206000 0.1510000 2313.9769000
0.1206000 0.3019000 5202.7590000
0.1206000 0.7549000 4095.9385000
0.1206000 0.7926000 2859.1051000
0.1206000 0.9058000 2316.9224000
0.1207000 0.6038000 2373.6353000
0.1208000 0.7161000 2429.2506000
0.1209000 0.4142000 1303.3173000
0.1209000 0.4521000 2644.1949000
0.1210000 0.8652000 2328.8821000
0.1211000 0.2632000 1342.8692000
0.1212000 0.5635000 1941.4353000
0.1213000 0.5253000 1479.9359000
0.1213000 0.9445000 2849.1051000
0.1214000 0.6750000 3201.8333000
0.1214000 0.8248000 1902.2404000
0.1215000 0.9745000 3075.1532000
0.1217000 0.9355000 1962.8821000
0.1218000 0.6353000 2476.9128000
0.1218000 0.7850000 2232.4385000
0.1219000 0.3736000 925.6147400
0.1219000 0.4854000 1869.2821000
0.1221000 0.8946000 1563.4199000
0.1222000 0.1117000 645.6403800
0.1222000 0.2235000 1110.2462000
0.1222000 0.5961000 2285.1179000
0.1223000 0.3351000 1462.5994000
0.1223000 0.7448000 2377.3308000
0.1223000 0.9852000 3837.2205000
0.1224000 0.0000000 2064.4487000
0.1224000 0.1861000 834.1121800
0.1225000 0.0371700 1191.1737000
0.1225000 0.8360000 2524.8821000
0.1227000 0.0742500 961.2179500
0.1227000 0.7050000 2346.9333000
0.1227000 0.8534000 2497.8558000
0.1227000 0.9650000 2854.8590000
0.1228000 0.4450000 1233.5385000
0.1228000 0.5560000 2359.3686000
0.1230000 0.8145000 1926.9231000
0.1230000 0.9256000 2710.8487000
0.1230000 0.9995000 22377.6920000
0.1231000 0.6660000 1860.9686000
0.1232000 0.1479000 1412.8615000
0.1233000 0.2955000 832.1480800
0.1233000 0.7756000 2665.7429000
0.1234000 0.8765000 3043.1481000
0.1234000 0.8853000 6198.9205000
0.1236000 0.2579000 1839.4462000
0.1236000 0.9946000 5330.7686000
0.1237000 0.5155000 611.7121800
0.1237000 0.6255000 2228.5128000
0.1237000 0.8463000 3798.7795000
0.1238000 0.4047000 1255.4846000
0.1239000 0.7351000 2550.9846000
0.1240000 0.5873000 1327.0359000
0.1240000 0.9549000 1874.7154000
0.1242000 0.3665000 1835.0712000
0.1242000 0.4766000 1442.2846000
0.1243000 0.5493000 6001.4846000
0.1243000 0.6960000 2937.4814000
0.1244000 0.2196000 14882.1130000
0.1244000 0.3293000 13940.4810000
0.1244000 0.4391000 11524.7170000
0.1244000 0.7687000 5179.7333000
0.1244000 0.8055000 2096.5481000
0.1244000 0.9150000 3641.2795000
0.1245000 0.6581000 4024.0795000
0.1246000 0.1097000 7232.3532000
0.1249000 0.6195000 20380.6400000
0.1249000 0.7288000 14108.8920000
0.1251000 0.4003000 9975.3615000
0.1252000 0.2910000 15462.0200000
0.1252000 0.5819000 8379.5635000
0.1252000 0.6908000 7833.7532000
0.1253000 0.7633000 3804.2462000
0.1254000 0.4720000 2759.9974000
0.1254000 0.8352000 3728.6609000
0.1255000 0.3627000 4412.5000000
0.1257000 0.5433000 2251.2301000
0.1257000 0.6518000 3683.5891000
0.1258000 0.1810000 1809.9769000
0.1258000 0.9046000 1489.5667000
0.1259000 0.7234000 1628.9103000
0.1260000 0.4337000 1543.0865000
0.1261000 0.6137000 1566.4814000
0.1261000 0.6859000 1295.1564000
0.1261000 0.9746000 3327.2763000
0.1262000 0.7938000 1695.4846000
0.1263000 0.3245000 1078.0282000
0.1264000 0.2521000 1599.3840000
0.1264000 0.8648000 1301.5840000
0.1265000 0.5038000 1450.6667000
0.1266000 0.7552000 1618.1513000
0.1267000 0.5752000 1731.8660000
0.1267000 0.9343000 3096.9846000
0.1268000 0.3951000 1297.3429000
0.1269000 0.8251000 3525.2077000
0.1269000 0.8752000 5034.8077000
0.1270000 0.6452000 1521.8051000
0.1272000 0.8948000 3140.4513000
0.1274000 0.0000000 1588.0795000
0.1274000 0.1429000 1445.7173000
0.1274000 0.2145000 670.1435900
0.1274000 0.7150000 3639.2205000
0.1274000 0.7861000 2866.3788000
0.1274000 0.8041000 5747.7942000
0.1274000 0.9452000 2113.5224000
0.1274000 0.9650000 3512.8917000
0.1275000 0.0357200 866.3019200
0.1275000 0.1071000 847.0641000
0.1275000 0.5359000 1812.3788000
0.1275000 0.9995000 22202.2870000
0.1277000 0.0712900 654.7173100
0.1277000 0.2852000 730.5025600
0.1277000 0.4634000 819.1256400
0.1278000 0.6057000 1978.1436000
0.1278000 0.9847000 1751.8051000
0.1279000 0.3559000 1153.3942000
0.1279000 0.8545000 1716.3564000
0.1280000 0.9248000 2771.9385000
0.1281000 0.6752000 1947.8404000
0.1281000 0.9950000 3851.1481000
0.1284000 0.1773000 1012.5327000
0.1284000 0.4256000 2003.8231000
0.1284000 0.7444000 3594.0385000
0.1285000 0.8152000 2307.1795000
0.1286000 0.9559000 3138.9327000
0.1287000 0.8844000 2558.2462000
0.1288000 0.2475000 1581.8455000
0.1288000 0.4947000 1770.1737000
0.1288000 0.5656000 1592.3487000
0.1290000 0.7057000 1731.9077000
0.1291000 0.3879000 1229.4558000
0.1292000 0.7754000 2541.6147000
0.1292000 0.8457000 2792.1821000
0.1293000 0.3170000 1739.6660000
0.1293000 0.4576000 4281.8814000
0.1293000 0.5282000 1566.7667000
0.1293000 0.6340000 2242.6096000
0.1293000 0.9156000 1888.1481000
0.1295000 0.5979000 2917.3019000
0.1295000 0.6679000 3607.9994000
0.1296000 0.7380000 3053.7308000
0.1301000 0.1400000 12924.7280000
0.1304000 0.8031000 2942.9994000
0.1305000 0.7329000 5674.1436000
0.1306000 0.4533000 2724.5538000
0.1306000 0.5231000 4664.9846000
0.1306000 0.5927000 2364.1994000
0.1306000 0.6626000 3525.1481000
0.1307000 0.3832000 3617.9974000
0.1307000 0.9054000 3101.3744000
0.1308000 0.7656000 1911.2814000
0.1309000 0.6260000 2735.8436000
0.1309000 0.6955000 1933.7923000
0.1309000 0.8348000 1788.8692000
0.1311000 0.3126000 2304.0506000
0.1314000 0.4851000 1360.4205000
0.1314000 0.5546000 1667.6660000
0.1314000 0.8660000 2579.2205000
0.1314000 0.9357000 2107.1564000
0.1315000 0.4157000 1080.4558000
0.1315000 0.9762000 3072.5994000
0.1316000 0.1730000 1375.6404000
0.1316000 0.2422000 1019.5327000
0.1317000 0.7949000 3005.0763000
0.1319000 0.7249000 1606.3487000
0.1320000 0.3450000 874.9102600
0.1321000 0.9652000 2651.7788000
0.1321000 0.9995000 29269.7310000
0.1322000 0.8749000 1651.4256000
0.1322000 0.8953000 2528.0455000
0.1323000 0.5853000 1634.4077000
0.1323000 0.6537000 1897.9974000
0.1324000 0.2063000 1099.1788000
0.1324000 0.7046000 18736.4590000
0.1324000 0.8256000 2200.9846000
0.1325000 0.0000000 1050.7974000
0.1325000 0.0343600 721.4044900
0.1325000 0.1031000 599.8743600
0.1325000 0.2749000 698.3692300
0.1326000 0.1374000 1253.4353000
0.1327000 0.0686400 1004.1821000
0.1327000 0.5148000 728.3788500
0.1327000 0.7549000 1571.2250000
0.1328000 0.6857000 1387.6897000
0.1328000 0.9942000 3186.5327000
0.1329000 0.8563000 2006.5538000
0.1330000 0.4450000 1318.7173000
0.1330000 0.9246000 2735.7122000
0.1330000 0.9470000 4619.2590000
0.1332000 0.6151000 1574.4000000
0.1333000 0.3757000 614.9070500
0.1335000 0.7843000 2463.0712000
0.1335000 0.9550000 4831.6513000
0.1336000 0.5453000 2009.2506000
0.1337000 0.3066000 1099.0154000
0.1337000 0.7153000 1627.2077000
0.1337000 0.8856000 2697.1532000
0.1338000 0.2381000 2516.7942000
0.1338000 0.9844000 3951.7410000
0.1340000 0.4757000 2053.7846000
0.1341000 0.6453000 2479.2282000
0.1341000 0.8152000 2359.8051000
0.1343000 0.4068000 1861.4096000
0.1343000 0.5762000 1959.0353000
0.1343000 0.6779000 4233.4128000
0.1343000 0.7460000 3136.2660000
0.1343000 0.8473000 3719.3821000
0.1344000 0.1694000 1900.9333000
0.1345000 0.9140000 2415.7923000
0.1346000 0.3383000 4065.3744000
0.1346000 0.5075000 1855.1788000
0.1346000 0.6087000 6360.3071000
0.1348000 0.4391000 6744.7974000
0.1348000 0.7769000 8656.8660000
0.1351000 0.6401000 8402.9513000
0.1352000 0.3704000 18715.3720000
0.1353000 0.4711000 3553.0256000
0.1353000 0.5722000 7049.3840000
0.1353000 0.8747000 4731.5872000
0.1354000 0.6725000 3224.4712000
0.1355000 0.2017000 2459.6795000
0.1356000 0.3021000 2904.3359000
0.1356000 0.7722000 4345.1994000
0.1357000 0.6038000 2620.0795000
0.1357000 0.8053000 1615.0872000
0.1358000 0.4024000 2106.9840000
0.1358000 0.5030000 2349.1481000
0.1358000 0.7041000 1219.1256000
0.1359000 0.1005000 3023.0744000
0.1360000 0.5355000 1313.5872000
0.1360000 0.9038000 2500.0763000
0.1361000 0.7360000 2120.6609000
0.1362000 0.8354000 2198.4558000
0.1363000 0.6346000 1854.9942000
0.1364000 0.9349000 2305.1179000
0.1365000 0.3337000 1660.4513000
0.1366000 0.4335000 1200.5635000
0.1367000 0.2331000 741.2205100
0.1367000 0.7661000 1772.5224000
0.1367000 0.9996000 47495.3530000
0.1368000 0.6656000 1973.9077000
0.1368000 0.8655000 2383.3276000
0.1368000 0.9652000 4806.4712000
